Наименование	Штрихкод
Пульмикорт суспензия д/ингаляций 0,25 мг/мл 2мл №20, контейнер		
Радахлорин раствор для в/в введения 0,35% 10 мл., флакон		
Ранитидин таб. 150 мг,штука НеуказанаСтрана		
Раствор БКС для окраски эл-тов крови ретикулоцитов 50мл (бриллиантов.крезиловый синий) флакон 50мл		
Раствор чстиц силикагеля 40%,100 мл фл НеуказанаСтрана		
Реагент Азур-эозин по Романовскому Минимед 1л (д/окрашив.формен.элем.крови) НеуказанаСтрана		
Реагент Антистрептолизин Набор д/опред.конц.а/тел к стрептокок.инф.(бут) 100 опред. НеуказанаСтрана		
Реагент АПТВ-Эл-тест (сухой), 50 определений (тромбопласт.время) НеуказанаСтрана		
Реагент д/опр холестерина высок плотности тест полоски * №25		
Реагент д/опред активности МВ-фракции КРЕАТИНКИНАЗЫ (МВ-КФК) (sportchem) №50 НеуказанаСтрана		
Реагент д/опред АЛЬБУМИНА sportchem №25 НеуказанаСтрана		
Реагент д/опред АМИЛАЗЫ (sportchem  Amylase), 1/25 шт		
Реагент д/опред ГГТ (sportchem) №25		
Реагент д/опред ГЛЮКОЗЫ ((sportchem) Glucose), 25 шт/уп 		
Реагент д/опред ГПТ/АЛТ (sportchem) №25 НеуказанаСтрана		
Реагент д/опред КАЛЬЦИЯ №25		
Реагент д/опред концентрации НАТРИЯ 41мл/4фл Натрий Колор-Абрис плюс  1 фл/40чел * №1 НеуказанаСтрана		
Реагент д/опред КРЕАТИНИНА (sportchem) №25		
Реагент д/опред ЛДГ SPORTCHEM №25		
Реагент д/опред МАГНИЯ ((sportchem) Magnesium), 1/25 шт 		
Реагент д/опред МОЧЕВИНЫ (sportchem)  №25		
Реагент д/опред МОЧЕВОЙ КИСЛОТЫ (sportchem) №25		
Реагент д/опред набора тестов ОБЩАЯ ПАНЕЛЬ-1 (sportchem  PANEL-1), 25 шт/уп		
Реагент д/опред набора тестов ПЕЧЕНОЧНЫЙ панель (sportchem  Liver-1), 25 шт/уп 		
Реагент д/опред набора тестов ПОЧЕЧНЫЙ-2 панель (sportchem Kidney-2), 25 шт/уп 		
Реагент д/опред ОБЩЕГО БЕЛКА sportchem  25 шт/уп НеуказанаСтрана		
Реагент д/опред ОБЩЕГО БИЛЛИРУБИНА (sportchem) №25 НеуказанаСтрана		
Реагент д/опред ОБЩЕГО ХОЛЕСТЕРИНА (sportchem) 25 шт/уп НеуказанаСтрана		
Реагент д/опред Ревматоидного фактора (полный набор) №100 ( 2 флак. на75проб) НеуказанаСтрана		
Реагент д/опред С-реактивный белок (полный набор) ( 2 флак. на 75 проб) НеуказанаСтрана		
Реагент д/опред ТРИГЛИЦЕРИДОВ (sportchem) №25 НеуказанаСтрана		
Реагент д/опред ХОЛЕСТЕРИНА ВЫСОКОЙ ПЛОТНОСТИ (ЛПВП) ((sportchem) HDL-Chlolesterol), 25 шт/уп 		
Реагент д/опред ЩЕЛОЧНОЙ ФОСФОТАЗЫ №25 НеуказанаСтрана		
Реагент Диохим-ЦитоСтейн-МПО		
Реагент ИХА-Д-димер-Фактор тест серия 255, штука НеуказанаСтрана		
Реагент Калибратор 4*3мл Spotchem Calibrator Check * №1 НеуказанаСтрана		
Реагент Картридж для Gastat Navi (Sensor cards) pH, pCO2, cNa+, cK+, Ca2+, Hct,10шт/уп №093 (реаним) НеуказанаСтрана		
Реагент Эозин по Май-Грюнвальду Минимед 1л (р-р метилен.син. д/окраш.формен.эл.крови) НеуказанаСтрана		
Реагентный картридж pocH-pack 65х45 (рассчитан на 30 проб)		
Реагентный картридж pocH-pack 65х45 (рассчитан на 30 проб) * 45 РОССИЯ		
Реамберин раствор для инфузий 1,5%  500мл., флакон		
Реамберин раствор для инфузий1,5%  250мл., флакон 		
Ребагит100 мг таб.,штука НеуказанаСтрана		
Ревалгин, раствор для иньекций, 5мл №5, ампула * №5 НеуказанаСтрана		
Реклинатор ортопед  р.S/M, L/XL Орлетт CS-150 НеуказанаСтрана		
Реклинатор ортопедический  р. S/M, L/XL CS-160 НеуказанаСтрана		
Реклинатор плеча детский FK 3805 НеуказанаСтрана		
Реланиум  5 мг/мл 2 мл № 10, ампула НеуказанаСтрана		
